"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Enterprise size","Same product line as highest selling product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824079","1.6.2.1","","F","","","1"
"2009","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824080","1.6.3.1","","x","","","1"
"2009","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824081","1.6.4.1","","x","","","1"
"2009","Canada","2016A000011124","Utilities [22]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824082","1.7.1.1","66.0","E","","","1"
"2009","Canada","2016A000011124","Utilities [22]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824083","1.7.2.1","55.4","E","","","1"
"2009","Canada","2016A000011124","Utilities [22]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824084","1.7.3.1","","x","","","1"
"2009","Canada","2016A000011124","Utilities [22]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824085","1.7.4.1","","x","","","1"
"2009","Canada","2016A000011124","Electric power generation, transmission and distribution [2211]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824086","1.8.1.1","","x","","","1"
"2009","Canada","2016A000011124","Electric power generation, transmission and distribution [2211]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824087","1.8.2.1","","x","","","1"
"2009","Canada","2016A000011124","Electric power generation, transmission and distribution [2211]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824088","1.8.3.1","","x","","","1"
"2009","Canada","2016A000011124","Electric power generation, transmission and distribution [2211]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824089","1.8.4.1","","x","","","1"
"2009","Canada","2016A000011124","Natural gas distribution [2212]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824090","1.9.1.1","66.3","E","","","1"
"2009","Canada","2016A000011124","Natural gas distribution [2212]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824091","1.9.2.1","","x","","","1"
"2009","Canada","2016A000011124","Natural gas distribution [2212]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824092","1.9.3.1","","..","","","1"
"2009","Canada","2016A000011124","Natural gas distribution [2212]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824093","1.9.4.1","","x","","","1"
"2009","Canada","2016A000011124","Water, sewage and other systems [2213]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824094","1.10.1.1","81.2","B","","","1"
"2009","Canada","2016A000011124","Water, sewage and other systems [2213]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824095","1.10.2.1","75.0","B","","","1"
"2009","Canada","2016A000011124","Water, sewage and other systems [2213]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824096","1.10.3.1","","x","","","1"
"2009","Canada","2016A000011124","Water, sewage and other systems [2213]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824097","1.10.4.1","","..","","","1"
"2009","Canada","2016A000011124","Construction [23]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824098","1.11.1.1","","x","","","1"
"2009","Canada","2016A000011124","Construction [23]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824099","1.11.2.1","","x","","","1"
"2009","Canada","2016A000011124","Construction [23]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824100","1.11.3.1","","..","","","1"
"2009","Canada","2016A000011124","Construction [23]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824101","1.11.4.1","","x","","","1"
"2009","Canada","2016A000011124","Manufacturing [31-33]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824102","1.12.1.1","58.4","A","","","1"
"2009","Canada","2016A000011124","Manufacturing [31-33]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824103","1.12.2.1","58.9","A","","","1"
"2009","Canada","2016A000011124","Manufacturing [31-33]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824104","1.12.3.1","60.5","A","","","1"
"2009","Canada","2016A000011124","Manufacturing [31-33]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824105","1.12.4.1","51.2","A","","","1"
"2009","Canada","2016A000011124","Food manufacturing \ Beverage manufacturing","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824106","1.13.1.1","52.5","B","","","1"
"2009","Canada","2016A000011124","Food manufacturing \ Beverage manufacturing","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824107","1.13.2.1","55.8","B","","","1"
"2009","Canada","2016A000011124","Food manufacturing \ Beverage manufacturing","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824108","1.13.3.1","40.5","E","","","1"
"2009","Canada","2016A000011124","Food manufacturing \ Beverage manufacturing","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824109","1.13.4.1","51.1","B","","","1"
"2009","Canada","2016A000011124","Food manufacturing [311]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824110","1.14.1.1","49.8","B","","","1"
"2009","Canada","2016A000011124","Food manufacturing [311]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824111","1.14.2.1","52.5","B","","","1"
"2009","Canada","2016A000011124","Food manufacturing [311]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824112","1.14.3.1","39.3","E","","","1"
"2009","Canada","2016A000011124","Food manufacturing [311]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824113","1.14.4.1","51.2","B","","","1"
"2009","Canada","2016A000011124","Animal food manufacturing [3111]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824114","1.15.1.1","68.2","E","","","1"
"2009","Canada","2016A000011124","Animal food manufacturing [3111]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824115","1.15.2.1","70.0","E","","","1"
"2009","Canada","2016A000011124","Animal food manufacturing [3111]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824116","1.15.3.1","","x","","","1"
"2009","Canada","2016A000011124","Animal food manufacturing [3111]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824117","1.15.4.1","","x","","","1"
"2009","Canada","2016A000011124","Fruit and vegetable preserving and specialty food manufacturing [3114]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824118","1.16.1.1","48.7","E","","","1"
"2009","Canada","2016A000011124","Fruit and vegetable preserving and specialty food manufacturing [3114]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824119","1.16.2.1","44.4","E","","","1"
"2009","Canada","2016A000011124","Fruit and vegetable preserving and specialty food manufacturing [3114]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824120","1.16.3.1","","x","","","1"
"2009","Canada","2016A000011124","Fruit and vegetable preserving and specialty food manufacturing [3114]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824121","1.16.4.1","44.4","E","","","1"
"2009","Canada","2016A000011124","Dairy product manufacturing [3115]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824122","1.17.1.1","34.8","E","","","1"
"2009","Canada","2016A000011124","Dairy product manufacturing [3115]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824123","1.17.2.1","20.0","E","","","1"
"2009","Canada","2016A000011124","Dairy product manufacturing [3115]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824124","1.17.3.1","","x","","","1"
"2009","Canada","2016A000011124","Dairy product manufacturing [3115]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824125","1.17.4.1","50.0","E","","","1"
"2009","Canada","2016A000011124","Meat product manufacturing [3116]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824126","1.18.1.1","41.8","E","","","1"
"2009","Canada","2016A000011124","Meat product manufacturing [3116]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824127","1.18.2.1","","F","","","1"
"2009","Canada","2016A000011124","Meat product manufacturing [3116]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824128","1.18.3.1","","x","","","1"
"2009","Canada","2016A000011124","Meat product manufacturing [3116]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824129","1.18.4.1","33.3","E","","","1"
"2009","Canada","2016A000011124","Seafood product preparation and packaging [3117]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824130","1.19.1.1","","F","","","1"
"2009","Canada","2016A000011124","Seafood product preparation and packaging [3117]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824131","1.19.2.1","","x","","","1"
"2009","Canada","2016A000011124","Seafood product preparation and packaging [3117]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824132","1.19.3.1","","x","","","1"
"2009","Canada","2016A000011124","Seafood product preparation and packaging [3117]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824133","1.19.4.1","33.3","E","","","1"
"2009","Canada","2016A000011124","Bakeries and tortilla manufacturing [3118]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824134","1.20.1.1","57.0","E","","","1"
"2009","Canada","2016A000011124","Bakeries and tortilla manufacturing [3118]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824135","1.20.2.1","66.7","E","","","1"
"2009","Canada","2016A000011124","Bakeries and tortilla manufacturing [3118]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824136","1.20.3.1","","x","","","1"
"2009","Canada","2016A000011124","Bakeries and tortilla manufacturing [3118]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824137","1.20.4.1","62.5","E","","","1"
"2009","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824138","1.21.1.1","75.7","E","","","1"
"2009","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824139","1.21.2.1","81.8","E","","","1"
"2009","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824140","1.21.3.1","","x","","","1"
"2009","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824141","1.21.4.1","45.9","E","","","1"
"2009","Canada","2016A000011124","Beverage manufacturing [3121]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824142","1.22.1.1","76.5","E","","","1"
"2009","Canada","2016A000011124","Beverage manufacturing [3121]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824143","1.22.2.1","81.8","E","","","1"
"2009","Canada","2016A000011124","Beverage manufacturing [3121]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824144","1.22.3.1","","x","","","1"
"2009","Canada","2016A000011124","Beverage manufacturing [3121]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824145","1.22.4.1","50.0","E","","","1"
"2009","Canada","2016A000011124","Tobacco manufacturing [3122]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824146","1.23.1.1","","x","","","1"
"2009","Canada","2016A000011124","Tobacco manufacturing [3122]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824147","1.23.2.1","","..","","","1"
"2009","Canada","2016A000011124","Tobacco manufacturing [3122]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824148","1.23.3.1","","x","","","1"
"2009","Canada","2016A000011124","Tobacco manufacturing [3122]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824149","1.23.4.1","","x","","","1"
"2009","Canada","2016A000011124","Textile mills \ Textile product mills","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824150","1.24.1.1","52.9","B","","","1"
"2009","Canada","2016A000011124","Textile mills \ Textile product mills","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824151","1.24.2.1","56.9","B","","","1"
"2009","Canada","2016A000011124","Textile mills \ Textile product mills","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824152","1.24.3.1","30.0","E","","","1"
"2009","Canada","2016A000011124","Textile mills \ Textile product mills","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824153","1.24.4.1","50.7","E","","","1"
"2009","Canada","2016A000011124","Textile mills [313]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824154","1.25.1.1","47.4","B","","","1"
"2009","Canada","2016A000011124","Textile mills [313]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824155","1.25.2.1","50.0","B","","","1"
"2009","Canada","2016A000011124","Textile mills [313]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824156","1.25.3.1","28.6","E","","","1"
"2009","Canada","2016A000011124","Textile mills [313]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824157","1.25.4.1","","x","","","1"
"2009","Canada","2016A000011124","Textile product mills [314]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824158","1.26.1.1","57.3","E","","","1"
"2009","Canada","2016A000011124","Textile product mills [314]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824159","1.26.2.1","61.1","E","","","1"
"2009","Canada","2016A000011124","Textile product mills [314]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824160","1.26.3.1","","x","","","1"
"2009","Canada","2016A000011124","Textile product mills [314]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824161","1.26.4.1","","x","","","1"
"2009","Canada","2016A000011124","Clothing manufacturing [315]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824162","1.27.1.1","52.3","E","","","1"
"2009","Canada","2016A000011124","Clothing manufacturing [315]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824163","1.27.2.1","42.2","E","","","1"
"2009","Canada","2016A000011124","Clothing manufacturing [315]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824164","1.27.3.1","100.0","A","","","1"
"2009","Canada","2016A000011124","Clothing manufacturing [315]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824165","1.27.4.1","69.1","E","","","1"
"2009","Canada","2016A000011124","Cut and sew clothing manufacturing [3152]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824166","1.28.1.1","52.5","E","","","1"
"2009","Canada","2016A000011124","Cut and sew clothing manufacturing [3152]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824167","1.28.2.1","42.9","E","","","1"
"2009","Canada","2016A000011124","Cut and sew clothing manufacturing [3152]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824168","1.28.3.1","100.0","A","","","1"
"2009","Canada","2016A000011124","Cut and sew clothing manufacturing [3152]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824169","1.28.4.1","","x","","","1"
"2009","Canada","2016A000011124","Leather and allied product manufacturing [316]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824170","1.29.1.1","68.8","B","","","1"
"2009","Canada","2016A000011124","Leather and allied product manufacturing [316]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824171","1.29.2.1","73.7","B","","","1"
"2009","Canada","2016A000011124","Leather and allied product manufacturing [316]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824172","1.29.3.1","","x","","","1"
"2009","Canada","2016A000011124","Leather and allied product manufacturing [316]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824173","1.29.4.1","","x","","","1"
"2009","Canada","2016A000011124","Wood product manufacturing [321]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824174","1.30.1.1","68.1","B","","","1"
"2009","Canada","2016A000011124","Wood product manufacturing [321]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824175","1.30.2.1","74.4","E","","","1"
"2009","Canada","2016A000011124","Wood product manufacturing [321]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824176","1.30.3.1","53.9","E","","","1"
"2009","Canada","2016A000011124","Wood product manufacturing [321]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824177","1.30.4.1","34.2","E","","","1"
"2009","Canada","2016A000011124","Sawmills and wood preservation [3211]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824178","1.31.1.1","52.1","E","","","1"
"2009","Canada","2016A000011124","Sawmills and wood preservation [3211]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824179","1.31.2.1","","F","","","1"
"2009","Canada","2016A000011124","Sawmills and wood preservation [3211]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824180","1.31.3.1","","F","","","1"
"2009","Canada","2016A000011124","Sawmills and wood preservation [3211]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824181","1.31.4.1","","x","","","1"
"2009","Canada","2016A000011124","Veneer, plywood and engineered wood product manufacturing [3212]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824182","1.32.1.1","68.2","E","","","1"
"2009","Canada","2016A000011124","Veneer, plywood and engineered wood product manufacturing [3212]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824183","1.32.2.1","66.7","E","","","1"
"2009","Canada","2016A000011124","Veneer, plywood and engineered wood product manufacturing [3212]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824184","1.32.3.1","","x","","","1"
"2009","Canada","2016A000011124","Veneer, plywood and engineered wood product manufacturing [3212]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824185","1.32.4.1","","x","","","1"
"2009","Canada","2016A000011124","Other wood product manufacturing [3219]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824186","1.33.1.1","74.3","E","","","1"
"2009","Canada","2016A000011124","Other wood product manufacturing [3219]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824187","1.33.2.1","83.3","E","","","1"
"2009","Canada","2016A000011124","Other wood product manufacturing [3219]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824188","1.33.3.1","41.7","E","","","1"
"2009","Canada","2016A000011124","Other wood product manufacturing [3219]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824189","1.33.4.1","","x","","","1"
"2009","Canada","2016A000011124","Paper manufacturing [322]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824190","1.34.1.1","46.4","B","","","1"
"2009","Canada","2016A000011124","Paper manufacturing [322]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824191","1.34.2.1","37.2","E","","","1"
"2009","Canada","2016A000011124","Paper manufacturing [322]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824192","1.34.3.1","61.3","E","","","1"
"2009","Canada","2016A000011124","Paper manufacturing [322]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824193","1.34.4.1","54.6","B","","","1"
"2009","Canada","2016A000011124","Pulp, paper and paperboard mills [3221]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824194","1.35.1.1","60.8","E","","","1"
"2009","Canada","2016A000011124","Pulp, paper and paperboard mills [3221]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824195","1.35.2.1","","x","","","1"
"2009","Canada","2016A000011124","Pulp, paper and paperboard mills [3221]","Medium-sized enterprises (100 to 249 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824196","1.35.3.1","","x","","","1"
"2009","Canada","2016A000011124","Pulp, paper and paperboard mills [3221]","Large enterprises (250 and more employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824197","1.35.4.1","55.6","E","","","1"
"2009","Canada","2016A000011124","Converted paper product manufacturing [3222]","Total enterprises","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824198","1.36.1.1","42.5","B","","","1"
"2009","Canada","2016A000011124","Converted paper product manufacturing [3222]","Small enterprises (20 to 99 employees)","Most innovative product in same product line as highest selling product","Percent","239","units ","0","v86824199","1.36.2.1","35.3","E","","","1"
